startup_name,startup_name_clean,industry,sector,city,investors,stage,stage_clean,amount_usd,date,year,quarter,month,funding_era,source,city_clean
Gamooz,gamooz,Technology,Technology,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,Seed,22500.0,2016-02-02 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
SoundSurround,soundsurround,Technology,Technology,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,Seed,22500.0,2016-02-02 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Mazkara,mazkara,Consumer Internet,Consumer Tech,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,Seed,1000000.0,2016-02-03 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Pune / Dubai
RoadGods,roadgods,ECommerce,E-commerce,New Delhi,Green House Ventures (GHV),Seed Funding,Seed,100000.0,2016-02-03 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Pindropmusic,pindropmusic,Consumer Internet,Consumer Tech,Noida,Green House Ventures (GHV),Seed Funding,Seed,100000.0,2016-02-03 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Noida
Woodpie,woodpie,Consumer Internet,Consumer Tech,Bangalore,Ingram Content Group,Seed Funding,Seed,30000.0,2016-02-03 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Perfumery,perfumery,ECommerce,E-commerce,New Delhi,Oranda Global & Others,Seed Funding,Seed,30000.0,2016-02-04 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Magic Crate,magic crate,Education,Edtech,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed Funding,Seed,,2016-02-05 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
ZenDrive,zendrive,Technology,Technology,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,PE/Debt,13500000.0,2016-02-05 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bangalore / SFO
Smartcooky,smartcooky,ECommerce,E-commerce,New Delhi,"Vandana Luthra,",Private Equity,PE/Debt,,2016-02-05 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Turtlemint,turtlemint,Consumer Internet,Consumer Tech,Mumbai,Nexus Venture Partners,Private Equity,PE/Debt,,2016-02-05 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
BHIVE,bhive,Real Estate,Proptech,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,Seed,,2016-02-05 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Gingercrush,gingercrush,Ecommerce,E-commerce,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,PE/Debt,1000000.0,2016-02-05 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Vadodara
American Vision,american vision,Consumer Internet,Consumer Tech,Pune,Undisclosed investors,Seed Funding,Seed,81000.0,2016-02-05 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Pune
DawaiLelo,dawailelo,Consumer Internet,Consumer Tech,Varanasi,Undisclosed investors,Seed Funding,Seed,52000.0,2016-02-05 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Varanasi
Heads Up For Tails,heads up for tails,Ecommerce,E-commerce,New Delhi,Undisclosed investors,Seed Funding,Seed,1000000.0,2016-02-06 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
LiveNutriFit,livenutrifit,Healthcare,Healthtech,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,Seed,,2016-02-06 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Moglix,moglix,Ecommerce,E-commerce,New Delhi,Ratan Tata,Private Equity,PE/Debt,,2016-02-08 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
iStyleYou,istyleyou,Consumer Internet,Consumer Tech,Gurgaon,Green House Ventures (GHV),Seed Funding,Seed,100000.0,2016-02-08 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
AdUrCup,adurcup,Consumer Internet,Consumer Tech,New Delhi,Green House Ventures (GHV),Seed Funding,Seed,100000.0,2016-02-08 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Weddingz,weddingz,Consumer Internet,Consumer Tech,Mumbai,Sixth Sense Ventures,Private Equity,PE/Debt,,2016-02-08 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Urban Dhobi,urban dhobi,Consumer Internet,Consumer Tech,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,Seed,,2016-02-08 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Jaipur
Gray Routes,gray routes,Consumer Internet,Consumer Tech,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,Seed,,2016-02-08 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Xpressbees,xpressbees,ECommerce,E-commerce,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,PE/Debt,12500000.0,2016-02-08 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Pune
Invictus Oncology,invictus oncology,Healthcare,Healthtech,New Delhi,Ratan Tata,Private Equity,PE/Debt,,2016-02-08 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Hansel.io,hanselio,Technology,Technology,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,Seed,,2016-02-08 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Inc42,inc42,Consumer Internet,Consumer Tech,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,Seed,,2016-02-09 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
GOQii,goqii,Technology,Technology,Mumbai,Edelweiss Financial Services,Private Equity,PE/Debt,,2016-02-09 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Capzest,capzest,Consumer Internet,Consumer Tech,Mumbai,Lion Ventures,Seed Funding,Seed,200000.0,2016-02-10 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
GlamStudios,glamstudios,Consumer Internet,Consumer Tech,Noida,Aqeel Ahmed,Seed Funding,Seed,,2016-02-10 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Noida
Affimity,affimity,Consumer Internet,Consumer Tech,Bangalore,undisclosed investors,Seed Funding,Seed,1200000.0,2016-02-10 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Anandakanda,anandakanda,Technology,Technology,Pune,undisclosed investors,Seed Funding,Seed,150000.0,2016-02-10 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Pune
JoulestoWatts,joulestowatts,Technology,Technology,Bangalore,Manipal Global Education Services,Seed Funding,Seed,,2016-02-10 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Shopkirana,shopkirana,Consumer Internet,Consumer Tech,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,Seed,,2016-02-10 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Indore
Stylofie,stylofie,Consumer Internet,Consumer Tech,Gurgaon,Jaideep Mehta,Seed Funding,Seed,,2016-02-10 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
OyBob,oybob,eCommerce,E-commerce,Gurgaon,Sachin Dalal,Seed Funding,Seed,,2016-02-10 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
ActOnMagic,actonmagic,Technology,Technology,Bangalore,Jayabalan Subramanian,Seed Funding,Seed,125000.0,2016-02-12 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Bonhomia,bonhomia,Food & Beverage,Foodtech,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,Seed,1000000.0,2016-02-12 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
iGrenEnergi,igrenenergi,Technology,Technology,Mumbai,Sunil Mehta,Seed Funding,Seed,1000000.0,2016-02-12 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
RKSV,rksv,Consumer Internet,Consumer Tech,Mumbai,Kalaari Capital,Private Equity,PE/Debt,4000000.0,2016-02-12 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Aasaanjobs,aasaanjobs,Consumer Internet,Consumer Tech,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,PE/Debt,5000000.0,2016-02-15 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Snapdeal,snapdeal,eCommerce,E-commerce,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,PE/Debt,200000000.0,2016-02-15 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Jugnoo,jugnoo,Consumer Internet,Consumer Tech,Chandigarh,Saumya Tandon,Private Equity,PE/Debt,,2016-02-15 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Chandigarh
Snapbizz,snapbizz,Technology,Technology,Bangalore,Ratan Tata,Private Equity,PE/Debt,,2016-02-15 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
GoYaNo,goyano,Consumer Internet,Consumer Tech,Gurgaon,Mukesh Kumar Gupta,Seed Funding,Seed,50000.0,2016-02-15 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
RentSher,rentsher,Consumer Internet,Consumer Tech,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,Seed,300000.0,2016-02-15 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Buddy,buddy,Finance,Other,Bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed Funding,Seed,500000.0,2016-02-15 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Legistify,legistify,Consumer Internet,Consumer Tech,New Delhi,Ranjit Singh,Seed Funding,Seed,,2016-02-15 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
TableHero,tablehero,Consumer Internet,Consumer Tech,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,Seed,1000000.0,2016-02-16 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
BetterPlace,betterplace,Technology,Technology,Bangalore,Unitus Seed Fund,Seed Funding,Seed,970000.0,2016-02-16 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Salebhai,salebhai,eCommerce,E-commerce,Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,Seed,,2016-02-16 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Ahmedabad
icustommadeit,icustommadeit,eCommerce,E-commerce,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,PE/Debt,4000000.0,2016-02-16 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Pune
Tring,tring,Consumer Internet,Consumer Tech,Pune,Vishwadeep Bajaj & Others,Seed Funding,Seed,,2016-02-16 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Pune
Medinfi,medinfi,Consumer Internet,Consumer Tech,Bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,Seed,,2016-02-16 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Timemytask,timemytask,Consumer Internet,Consumer Tech,Mumbai,Lead Angels,Seed Funding,Seed,,2016-02-17 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
GameZop,gamezop,Technology,Technology,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,Seed,350000.0,2016-02-17 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Notary Mama,notary mama,Consumer Internet,Consumer Tech,Bangalore,"Dr Nandish Domlur, Amit Sandill",Seed Funding,Seed,,2016-02-17 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
The Viral Fever,the viral fever,Consumer Internet,Consumer Tech,Mumbai,Tiger Global,Private Equity,PE/Debt,10000000.0,2016-02-17 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Avanti Learning,avanti learning,Education,Edtech,New Delhi,Michael & Susan Dell Foundation,Private Equity,PE/Debt,5000000.0,2016-02-17 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Bollant Industries,bollant industries,Technology,Technology,Hyderabad,Ratan Tata,Private Equity,PE/Debt,,2016-02-17 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Hyderabad
GetVee,getvee,Consumer Internet,Consumer Tech,New Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,PE/Debt,,2016-02-18 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
HealthKumbh,healthkumbh,Consumer Internet,Consumer Tech,Ahmedabad,Undisclosed investor,Seed Funding,Seed,73000.0,2016-02-18 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Ahmedabad
Unlaze,unlaze,Consumer Internet,Consumer Tech,Gurgaon,"Sujal Shah, Dino Morea",Seed Funding,Seed,,2016-02-18 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Tracxn,tracxn,Technology,Technology,Bangalore,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,PE/Debt,,2016-02-18 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Careongo,careongo,ECommerce,E-commerce,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,Seed,300000.0,2016-02-18 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Ark Robot,ark robot,Technology,Technology,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding,Seed,350000.0,2016-02-18 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Jaypore,jaypore,ECommerce,E-commerce,New Delhi,Aavishkaar,Private Equity,PE/Debt,5000000.0,2016-02-19 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Finance Buddha,finance buddha,Consumer Internet,Consumer Tech,Bangalore,Chennai Angels,Seed Funding,Seed,,2016-02-19 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
AlmaConnect,almaconnect,Consumer Internet,Consumer Tech,New Delhi,"Mohandas Pai, Varun Aggarwal",Seed Funding,Seed,,2016-02-19 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Advantage Club,advantage club,Consumer Internet,Consumer Tech,Gurgaon,Purvi Ventures & Others,Seed Funding,Seed,400000.0,2016-02-19 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
LocalRamu,localramu,Consumer Internet,Consumer Tech,Bangalore,3 undisclosed investors,Seed Funding,Seed,,2016-02-19 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Baby Berry,baby berry,Consumer Internet,Consumer Tech,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Funding,Seed,1000000.0,2016-02-22 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Magicpin,magicpin,Consumer Internet,Consumer Tech,New Delhi,Lightspeed India,Private Equity,PE/Debt,3000000.0,2016-02-22 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
First Eat,first eat,Consumer Internet,Consumer Tech,New Delhi,Undisclosed investor,Seed Funding,Seed,100000.0,2016-02-22 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
SigTuple,sigtuple,Technology,Technology,Bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Funding,Seed,,2016-02-22 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Taskbob,taskbob,Consumer Internet,Consumer Tech,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,PE/Debt,4500000.0,2016-02-22 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Styledotme,styledotme,Consumer Internet,Consumer Tech,New Delhi,Indian Angel Network,Seed Funding,Seed,37000.0,2016-02-22 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
NewsLaundry,newslaundry,Consumer Internet,Consumer Tech,New Delhi,"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,PE/Debt,,2016-02-22 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
CupoNation,cuponation,Consumer Internet,Consumer Tech,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,PE/Debt,11000000.0,2016-02-23 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Aarav UAV,aarav uav,Technology,Technology,Kanpur,"StartupXseed Ventures, The Phoenix Fund and others",Seed Funding,Seed,,2016-02-23 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Kanpur
Sayfix,sayfix,Consumer Internet,Consumer Tech,Bangalore,Yajnanarayana Kammaje,Seed Funding,Seed,160000.0,2016-02-24 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
LoanZen,loanzen,Consumer Internet,Consumer Tech,Bangalore,Tracxn Syndicate,Seed Funding,Seed,,2016-02-24 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
NoBroker,nobroker,Consumer Internet,Consumer Tech,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,PE/Debt,10000000.0,2016-02-24 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
AppilyEver,appilyever,Consumer Internet,Consumer Tech,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding,Seed,400000.0,2016-02-24 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Hyderabad
Pocketin,pocketin,Consumer Internet,Consumer Tech,Noida,Swastika Company Ltd,Seed Funding,Seed,150000.0,2016-02-24 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Noida
FeetApart,feetapart,Consumer Internet,Consumer Tech,Bangalore,Vishal Bali & Others,Seed Funding,Seed,,2016-02-24 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
OfBusiness,ofbusiness,eCommerce,E-commerce,Gurgaon,Matrix Partners India,Private Equity,PE/Debt,5000000.0,2016-02-25 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
CarveNiche,carveniche,Consumer Internet,Consumer Tech,Bangalore,"Calcutta Angels, Lead Angels & Others",Seed Funding,Seed,,2016-02-25 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Juspay,juspay,Consumer Internet,Consumer Tech,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,PE/Debt,5800000.0,2016-02-25 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Funcart,funcart,eCommerce,E-commerce,New Delhi,Undisclosed HNIs,Seed Funding,Seed,70000.0,2016-02-25 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
Freedom Smart Labs,freedom smart labs,Technology,Technology,New Delhi,Kapil Goel,Seed Funding,Seed,145000.0,2016-02-26 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Delhi
EduBridge,edubridge,Consumer Internet,Consumer Tech,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,PE/Debt,2500000.0,2016-02-26 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Nestaway,nestaway,Consumer Internet,Consumer Tech,Bangalore,Ratan Tata,Private Equity,PE/Debt,,2016-02-29 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Hopscotch,hopscotch,eCommerce,E-commerce,Mumbai,Eduardo Saverin,Private Equity,PE/Debt,13000000.0,2016-02-29 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Mumbai
PinClick,pinclick,Consumer Internet,Consumer Tech,Bangalore,Undisclosed investors,Private Equity,PE/Debt,,2016-02-29 00:00:00,2016,1.0,2.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Smartcooky,smartcooky,ECommerce,E-commerce,New Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,Seed,,2016-01-01 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
Helpi,helpi,Consumer Internet,Consumer Tech,Mumbai,Undisclosed Investors,Seed Funding,Seed,,2016-01-01 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
DogSpot,dogspot,ECommerce,E-commerce,Gurgaon,Ratan Tata,Seed Funding,Seed,,2016-01-04 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Career360,career360,Education,Edtech,New Delhi,MeritTrac,Private Equity,PE/Debt,,2016-01-04 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
B9 Beverages,b9 beverages,Food & Beverage,Foodtech,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,PE/Debt,6000000.0,2016-01-04 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
WIMWI Foods,wimwi foods,Food & Beverage,Foodtech,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,Seed,,2016-01-05 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Ahmedabad
MyChild App,mychild app,Education,Edtech,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,Seed,100000.0,2016-01-05 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bhopal
Instaproc,instaproc,ECommerce,E-commerce,Noida,Dinesh Agarwal,Seed Funding,Seed,,2016-01-05 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Noida
360Ride,360ride,Consumer Internet,Consumer Tech,Bangalore,Undisclosed,Seed Funding,Seed,150000.0,2016-01-05 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Alef\\nMobitech,alefnmobitech,Consumer Internet,Consumer Tech,Mumbai,Tata Capital Innovation Fund,Private Equity,PE/Debt,5000000.0,2016-01-05 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Tracxn,tracxn,BFSI,Other,Bangalore,Ratan Tata,Seed Funding,Seed,,2016-01-06 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Qdesq,qdesq,Real Estate,Proptech,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Funding,Seed,,2016-01-06 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Sensara,sensara,Technology,Technology,Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed Funding,Seed,750000.0,2016-01-06 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Zebpay,zebpay,Consumer Internet,Consumer Tech,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,PE/Debt,1000000.0,2016-01-06 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Ahmedabad
PlanMy\\nMedicalTrip,planmynmedicaltrip,Healthcare,Healthtech,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,Seed,150000.0,2016-01-06 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Pune
MyCity4Kids,mycity4kids,Education,Edtech,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,PE/Debt,3000000.0,2016-01-06 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Justdakhila.com,justdakhilacom,Education,Edtech,New Delhi,Ankur Gupta,Seed Funding,Seed,750000.0,2016-01-06 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
PitStop,pitstop,Consumer Internet,Consumer Tech,Bangalore,Myntra/LivSpace Founders,Seed Funding,Seed,,2016-01-07 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Bikxie,bikxie,Consumer Internet,Consumer Tech,Gurgaon,Undisclosed Investors,Seed Funding,Seed,,2016-01-07 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Infurnia,infurnia,Consumer Internet,Consumer Tech,Bangalore,Idein Ventures,Seed Funding,Seed,160000.0,2016-01-07 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Myly,myly,Education,Edtech,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,Seed,100000.0,2016-01-07 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Jaipur
MakeMyTrip,makemytrip,Consumer Internet,Consumer Tech,Gurgaon,Ctrip.com International Ltd,Private Equity,PE/Debt,180000000.0,2016-01-07 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Melorra,melorra,ECommerce,E-commerce,Bangalore,Lightbox Ventures,Private Equity,PE/Debt,5000000.0,2016-01-08 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
