startup_name,startup_name_clean,industry,sector,city,investors,stage,stage_clean,amount_usd,date,year,quarter,month,funding_era,source,city_clean
ConfirmTKT,confirmtkt,Consumer Internet,Consumer Tech,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,Seed,250000.0,2016-01-08 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Gyaanzone,gyaanzone,Education,Edtech,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,Seed,45000.0,2016-01-08 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
FlatFurnish,flatfurnish,Consumer Internet,Consumer Tech,Gurgaon,Arun Chandra Mohan,Seed Funding,Seed,,2016-01-08 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Lumiere,lumiere,ECommerce,E-commerce,Bangalore,Undisclosed investors,Private Equity,PE/Debt,,2016-01-09 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Koovs,koovs,ECommerce,E-commerce,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,PE/Debt,5400000.0,2016-01-11 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Wishup,wishup,Consumer Internet,Consumer Tech,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,Seed,,2016-01-11 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
FreshMenu,freshmenu,Consumer Internet,Consumer Tech,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,PE/Debt,16500000.0,2016-01-11 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
SavvyMob,savvymob,ECommerce,E-commerce,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,Seed,1000000.0,2016-01-11 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Fashionablyin,fashionablyin,Consumer Internet,Consumer Tech,Mumbai,Ranjan Mahtani,Seed Funding,Seed,,2016-01-11 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Shopclues,shopclues,ECommerce,E-commerce,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,PE/Debt,100000000.0,2016-01-12 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Hike Messenger,hike messenger,Consumer Internet,Consumer Tech,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,PE/Debt,,2016-01-12 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
iBus Networks,ibus networks,Technology,Technology,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,PE/Debt,2300000.0,2016-01-12 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Happy2Refer,happy2refer,Consumer Internet,Consumer Tech,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,Seed,250000.0,2016-01-12 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
CarTrade,cartrade,Consumer Internet,Consumer Tech,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,PE/Debt,145000000.0,2016-01-13 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Rentomo,rentomo,Consumer Internet,Consumer Tech,Bangalore,Shiva Ashok & Other unnamed investors,Seed Funding,Seed,100000.0,2016-01-13 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Roder,roder,Consumer Internet,Consumer Tech,New Delhi,Unicorn India Ventures,Seed Funding,Seed,240000.0,2016-01-13 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
Bucker,bucker,Consumer Internet,Consumer Tech,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed Funding,Seed,,2016-01-13 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Hyderabad
Care24,care24,Healthcare,Healthtech,Mumbai,"SAIF Partners, India Quotient",Private Equity,PE/Debt,4000000.0,2016-01-13 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Obino,obino,Healthcare,Healthtech,Mumbai,RoundGlass Partners,Private Equity,PE/Debt,,2016-01-13 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Snapshopr,snapshopr,Consumer Internet,Consumer Tech,Bangalore,Amod Malviya,Seed Funding,Seed,,2016-01-14 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Buildkar,buildkar,ECommerce,E-commerce,Bangalore,"Mustafa Wajid, Umang Kumar & Others",Seed Funding,Seed,,2016-01-14 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Orahi,orahi,Consumer Internet,Consumer Tech,Gurgaon,Indian Angel Network,Seed Funding,Seed,520000.0,2016-01-14 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Zapr,zapr,Technology,Technology,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",Seed Funding,Seed,,2016-01-14 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Remidio,remidio,Healthcare,Healthtech,Bangalore,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,PE/Debt,,2016-01-15 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Fitso,fitso,Consumer Internet,Consumer Tech,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,Seed,200000.0,2016-01-15 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
evibe.in,evibein,Consumer Internet,Consumer Tech,Bangalore,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",Seed Funding,Seed,,2016-01-15 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Zoctr,zoctr,Consumer Internet,Consumer Tech,Mumbai,Times Group,Seed Funding,Seed,,2016-01-15 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Jobick,jobick,Consumer Internet,Consumer Tech,Noida,Abhinav Mathur,Seed Funding,Seed,,2016-01-15 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Noida
Plick,plick,Consumer Internet,Consumer Tech,Mumbai,Sanjay Mehta,Seed Funding,Seed,,2016-01-16 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Voice Friends,voice friends,Consumer Internet,Consumer Tech,Mumbai,Huzaifa Khorakiwala,Seed Funding,Seed,,2016-01-18 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Kartrocket,kartrocket,Consumer Internet,Consumer Tech,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,PE/Debt,6000000.0,2016-01-18 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
Swiggy,swiggy,Consumer Internet,Consumer Tech,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,PE/Debt,35000000.0,2016-01-19 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
TinyStep,tinystep,Consumer Internet,Consumer Tech,Bangalore,Flipkart,Seed Funding,Seed,,2016-01-19 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Cashkaro,cashkaro,Consumer Internet,Consumer Tech,Gurgaon,Ratan Tata,Private Equity,PE/Debt,,2016-01-19 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Gameezop,gameezop,Consumer Internet,Consumer Tech,New Delhi,Anand Chandrasekaran & Others,Seed Funding,Seed,,2016-01-19 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
DailyObjects,dailyobjects,ECommerce,E-commerce,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,PE/Debt,1400000.0,2016-01-19 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
Indus OS,indus os,Technology,Technology,Mumbai,"Omidyar Network,",Private Equity,PE/Debt,5000000.0,2016-01-19 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
CollegeDunia,collegedunia,Consumer Internet,Consumer Tech,New Delhi,Umang Kumar,Seed Funding,Seed,445000.0,2016-01-19 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
Villgro,villgro,Finance,Other,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,PE/Debt,3500000.0,2016-01-19 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Chennai
Reddoorz,reddoorz,Consumer Internet,Consumer Tech,New Delhi,500 Startups,Private Equity,PE/Debt,,2016-01-20 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
IndustryBuying,industrybuying,ECommerce,E-commerce,New Delhi,Trifecta Capital,Private Equity,PE/Debt,1800000.0,2016-01-20 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
Just Buy Live,just buy live,ECommerce,E-commerce,Mumbai,Alpha Capital,Private Equity,PE/Debt,20000000.0,2016-01-20 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
IMbesharam,imbesharam,ECommerce,E-commerce,New Delhi / US,Undisclosed US Based Investors,Private Equity,PE/Debt,4000000.0,2016-01-20 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,New Delhi / US
Moodoo,moodoo,Consumer Internet,Consumer Tech,Mumbai / UK,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,Seed,40000.0,2016-01-20 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai / UK
Saral Designs,saral designs,Healthcare,Healthtech,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Funding,Seed,,2016-01-20 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
FirstCry,firstcry,ECommerce,E-commerce,Pune,Ratan Tata,Private Equity,PE/Debt,,2016-01-21 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Pune
Fisdom,fisdom,Consumer Internet,Consumer Tech,Bangalore,Rob Chandra,Seed Funding,Seed,500000.0,2016-01-21 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Easypolicy,easypolicy,Consumer Internet,Consumer Tech,Noida,Unilazer Ventures,Private Equity,PE/Debt,2200000.0,2016-01-21 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Noida
Housing.com,housingcom,Consumer Internet,Consumer Tech,Mumbai,SoftBank Corp,Private Equity,PE/Debt,15000000.0,2016-01-21 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
CREO,creo,Technology,Technology,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,PE/Debt,3000000.0,2016-01-21 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
ShabdaNagari,shabdanagari,Consumer Internet,Consumer Tech,Kanpur,Kanpur Angels & Others,Seed Funding,Seed,200000.0,2016-01-22 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Kanpur
Little,little,Consumer Internet,Consumer Tech,Bangalore,GIC,Private Equity,PE/Debt,,2016-01-22 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
SnapBizz,snapbizz,ECommerce,E-commerce,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,PE/Debt,7200000.0,2016-01-22 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Qlivery,qlivery,Consumer Internet,Consumer Tech,Gurgaon,Chandigarh Angels Funding,Seed Funding,Seed,,2016-01-22 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
PlexusMD,plexusmd,Consumer Internet,Consumer Tech,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Funding,Seed,,2016-01-22 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Ahmedabad
Silvan,silvan,Technology,Technology,Bangalore,The Chennai Angels,Seed Funding,Seed,515000.0,2016-01-22 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
EPS,eps,Technology,Technology,Mumbai,APIS Partners,Private Equity,PE/Debt,35000000.0,2016-01-22 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Qubole,qubole,Technology,Technology,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,PE/Debt,30000000.0,2016-01-22 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Gajty,gajty,Healthcare,Healthtech,Gurgaon,Purvi Ventures,Seed Funding,Seed,,2016-01-22 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
SIFTR Labs,siftr labs,Consumer Internet,Consumer Tech,Mumbai,Venture Catalysts,Seed Funding,Seed,150000.0,2016-01-25 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Power2SME,power2sme,Consumer Internet,Consumer Tech,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,PE/Debt,21000000.0,2016-01-25 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
SkyCandle,skycandle,ECommerce,E-commerce,New Delhi,GPA group,Private Equity,PE/Debt,,2016-01-25 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
Teabox.com,teaboxcom,ECommerce,E-commerce,Siliguri,Ratan Tata,Private Equity,PE/Debt,,2016-01-27 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Siliguri
Buildzar,buildzar,ECommerce,E-commerce,Gurgaon,Puneet Dalmia,Private Equity,PE/Debt,4000000.0,2016-01-27 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Applicate,applicate,Technology,Technology,Bangalore,Undisclosed investors,Seed Funding,Seed,1000000.0,2016-01-27 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
WhatsOnRent,whatsonrent,ECommerce,E-commerce,Bangalore,Lalit Mangal & Others,Seed Funding,Seed,,2016-01-27 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Zebi (yet to launch),zebi yet to launch,Technology,Technology,Hyderabad,Un disclosed investors,Seed Funding,Seed,1000000.0,2016-01-28 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Hyderabad
Truce,truce,FMCG,Other,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,Seed,370000.0,2016-01-28 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
JustDoc,justdoc,Consumer Interne,Other,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,Seed,,2016-01-28 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Myeglu,myeglu,Technology,Technology,Bangalore,Foxconn Technology Group & Others,Seed Funding,Seed,,2016-01-28 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
BitGiving,bitgiving,Consumer Internet,Consumer Tech,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,Seed,,2016-01-29 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
Qriyo,qriyo,Consumer Internet,Consumer Tech,Jodhpur,Idein Ventures,Seed Funding,Seed,160000.0,2016-01-29 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Jodhpur
N.O.W,now,Consumer Internet,Consumer Tech,Noida,Maple Capital Advisors,Seed Funding,Seed,,2016-01-29 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Noida
Aisle,aisle,Consumer Internet,Consumer Tech,Bangalore,"TermSheet, ah! Ventures",Seed Funding,Seed,185000.0,2016-01-29 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
FreshMenu,freshmenu,Consumer Internet,Consumer Tech,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,PE/Debt,17000000.0,2016-01-29 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Truebil,truebil,ECommerce,E-commerce,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,PE/Debt,5150000.0,2016-01-29 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Rare Media,rare media,Technology,Technology,New Delhi,Info Edge (India) Ltd,Private Equity,PE/Debt,1100000.0,2016-01-29 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
TinMen,tinmen,Consumer Internet,Consumer Tech,Hyderabad,Lead Angel Network,Seed Funding,Seed,,2016-01-29 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Hyderabad
CodingLabs,codinglabs,Technology,Technology,Hyderabad,Vineet Nalla,Seed Funding,Seed,,2016-01-29 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Hyderabad
FindUrClass,findurclass,Consumer Internet,Consumer Tech,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,Seed,,2016-01-30 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Mumbai
DesignBids,designbids,Consumer Internet,Consumer Tech,New Delhi,Indian Angel Network,Seed Funding,Seed,,2016-01-30 00:00:00,2016,1.0,1.0,2014-2016 Consumer Boom,dataset_1,Delhi
CollegeDekho,collegedekho,Online Education Information platform,Edtech,Jaipur,GirnarSoft,Seed Funding,Seed,1000000.0,2015-12-01 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Jaipur
Black White Orange Brands,black white orange brands,Brand Licensing Startup,Other,Mumbai,YouWeCan Ventures,Seed Funding,Seed,,2015-12-01 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Biteclub,biteclub,Gourmet Food Discovery & Delivery platform,Foodtech,Gurgaon,growX ventures,Private Equity,PE/Debt,,2015-12-01 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Patel Logistics,patel logistics,Transportation & Logistics Platform,Logistics,Mumbai,Frontline Strategy,Private Equity,PE/Debt,5600000.0,2015-12-01 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Wigzo,wigzo,Enterprise Marketing Automation platform,SaaS/B2B,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,Seed,500000.0,2015-12-01 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
Zapluk,zapluk,"Health, Wellness & Beauty Services App",Healthtech,Hyderabad,,Seed Funding,Seed,,2015-12-01 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Hyderabad
Godof Hospitals,godof hospitals,Digital Healthcare,Healthtech,New Delhi,Pankaj Gupta,Seed Funding,Seed,2000000.0,2015-12-01 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
RoomsTonite,roomstonite,Last Minute Hotel Booking App,Technology,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,Seed,1500000.0,2015-12-02 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
Kaaryah,kaaryah,Womens Fashion Wear Portal,E-commerce,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,PE/Debt,,2015-12-02 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
Anakage,anakage,Product Learning platform,Edtech,Bangalore,CIO Angel Network (CAN),Seed Funding,Seed,,2015-12-03 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
EasyKhaana,easykhaana,Online Food ordering & Delivery platform,Foodtech,New Delhi,Undisclosed investors,Seed Funding,Seed,100000.0,2015-12-03 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
Shuttl,shuttl,App based Bus Pooling Services,Technology,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,PE/Debt,20000000.0,2015-12-03 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Eckovation,eckovation,Social Learning Platform,Edtech,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,Seed,,2015-12-03 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
Fitcircle,fitcircle,Social Fitness platform,Consumer Tech,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,Seed,,2015-12-03 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Applop,applop,On Demand Mobile app developer,Consumer Tech,Kolkata,GHV Accelerator,Seed Funding,Seed,100000.0,2015-12-04 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Kolkata
CaRPM,carpm,Car Maintenance & Management mobile app,Consumer Tech,Gurgaon,GHV Accelerator,Seed Funding,Seed,100000.0,2015-12-04 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
NDTV Wedding portal,ndtv wedding portal,Online Wedding Marketplace,E-commerce,New Delhi,CerraCap,Private Equity,PE/Debt,20000000.0,2015-12-04 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
Splitkart,splitkart,Splitting Bills Mobile App,Consumer Tech,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,Seed,,2015-12-04 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
Zenatix,zenatix,IOT Energy Management Analytics platform,Technology,Gurgaon,Blume Ventures,Private Equity,PE/Debt,,2015-12-07 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Customfurnish,customfurnish,Custom Made furniture e-tailer,Other,Hyderabad,Agnus Capital,Private Equity,PE/Debt,4500000.0,2015-12-07 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Hyderabad
Faasos,faasos,QSR Chain,Other,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,PE/Debt,30000000.0,2015-12-07 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Pune
Vlurn,vlurn,eLearning platform,Edtech,Mumbai,Vidyadhar Sarfare,Seed Funding,Seed,,2015-12-07 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Leaf Wearables,leaf wearables,Smart Safety Wearable Devices,Other,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,Seed,250000.0,2015-12-07 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
Coolshare,coolshare,Cab Sharing service Mobile app,Mobility,Mumbai,Gopal Aggarwal,Seed Funding,Seed,100000.0,2015-12-07 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Mumbai
mFicient,mficient,Cloud Enterprise Mobility Platform,SaaS/B2B,New Delhi,Undisclosed investors,Seed Funding,Seed,,2015-12-08 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
HeyBiz,heybiz,Online Shopping Assistant Mobile app,E-commerce,New Delhi,Shopclues,Seed Funding,Seed,,2015-12-08 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
Yumist,yumist,Home Cooked Food Order & Delivery platform,Foodtech,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,PE/Debt,2000000.0,2015-12-08 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Jigsaw Academy,jigsaw academy,Online School for Analytics learning,Edtech,Bangalore,Manipal Global Education Services,Private Equity,PE/Debt,3000000.0,2015-12-09 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
JoeHukum,joehukum,Chat based personal Assistant App,Technology,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,Seed,,2015-12-09 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Gurgaon
Voxweb,voxweb,Picture creation & Social mobile app,Consumer Tech,Mumbai,Undisclosed Investor,Seed Funding,Seed,350000.0,2015-12-09 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Mumbai
Aye Finance,aye finance,Nonbanking finance company,Fintech,New Delhi,"SAIF Partners, Accion",Private Equity,PE/Debt,3000000.0,2015-12-09 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Delhi
JumboBasket,jumbobasket,eCommerce returns etailer,E-commerce,Chandigarh,Chandigarh Angels Network,Seed Funding,Seed,,2015-12-09 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Chandigarh
BlackBuck,blackbuck,Online Freight Services Aggregator,Logistics,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,PE/Debt,25000000.0,2015-12-10 00:00:00,2015,4.0,12.0,2014-2016 Consumer Boom,dataset_1,Bengaluru
